Year,Region,Latitude,Longitude,Disaster Type,Severity Score,Claim Frequency,Claim Amount (USD),Risk Score,Risk Category
2022,USA,36.7329,-97.5345,Hurricane/Typhoon,7.1,597,27555675.04,37.1,Low
2012,Canada,56.3243,-105.4663,Flood,5.0,1719,33277310.16,40.5,Medium
2018,Japan,37.8728,137.8866,Drought,5.6,1021,28447157.89,35.5,Low
2010,USA,38.7843,-95.2629,Flood,5.1,2399,116564526.66,56.0,Medium
2019,Canada,55.0948,-106.436,Earthquake,6.6,762,127589090.29,46.8,Medium
2018,Canada,56.0882,-104.371,Wildfire,9.0,152,8543876.37,38.4,Low
2018,China,37.5592,103.3007,Hurricane/Typhoon,6.4,1761,150036571.81,58.2,Medium
2015,Brazil,-15.5728,-50.9644,Drought,5.3,1466,22730562.55,38.1,Low
2020,Japan,34.8278,139.1999,Wildfire,5.9,264,16852473.44,27.9,Low
2011,Australia,-27.0249,133.5679,Hurricane/Typhoon,5.1,1136,70430346.85,38.8,Low
2016,Philippines,13.9144,123.109,Hurricane/Typhoon,7.8,951,65071036.82,47.2,Medium
2015,USA,36.5881,-95.5779,Wildfire,9.0,161,9006003.78,38.5,Low
2023,Japan,34.4929,137.9102,Hurricane/Typhoon,7.8,980,54849037.95,46.5,Medium
2020,Brazil,-14.01,-51.2114,Drought,6.7,1299,38564907.48,43.6,Medium
2022,Italy,40.4996,14.5489,Hurricane/Typhoon,7.3,2139,140089909.97,64.6,Medium
2016,China,37.0389,103.3067,Earthquake,6.7,70,7248665.05,28.2,Low
2023,Australia,-24.1798,133.6295,Flood,6.6,719,39931385.06,37.6,Low
2021,Japan,37.0011,140.0483,Flood,6.2,753,13085202.1,33.6,Low
2010,Japan,37.7032,139.4458,Flood,4.2,2426,132942242.08,54.4,Medium
2014,Japan,36.4091,137.6064,Hurricane/Typhoon,6.0,1660,121071180.03,52.7,Medium
2019,Mexico,21.8061,-102.588,Tornado,4.6,122,7555036.8,20.4,Low
2014,USA,35.6813,-95.9406,Hurricane/Typhoon,7.5,628,52918085.06,41.6,Medium
2015,Australia,-26.6115,132.8752,Tornado,4.1,15,1002042.8,16.7,Low
2011,UK,56.1335,-1.9785,Wildfire,5.4,218,22460343.06,26.0,Low
2019,Mexico,23.9734,-104.2195,Flood,8.3,602,20921942.68,41.3,Medium
2018,Italy,42.4602,10.789,Hurricane/Typhoon,8.9,405,33677177.41,43.0,Medium
2013,Canada,55.3814,-105.6513,Wildfire,7.3,346,35526260.44,36.2,Low
2012,Japan,34.5402,139.5011,Hurricane/Typhoon,7.3,2252,128884275.39,64.6,Medium
2020,Brazil,-13.1581,-53.3177,Tornado,5.3,328,22073938.0,26.7,Low
2017,Australia,-25.3945,133.7986,Hurricane/Typhoon,5.2,500,20083867.68,27.8,Low
2013,Japan,35.1825,137.6314,Earthquake,7.3,578,65319501.21,41.5,Medium
2023,USA,36.6009,-97.2182,Hurricane/Typhoon,8.2,2395,128541290.91,69.6,Medium
2011,Australia,-24.6247,133.2348,Tornado,7.5,202,12882748.18,33.3,Low
2015,Brazil,-16.0725,-52.0409,Hurricane/Typhoon,6.0,2766,252706011.63,76.9,High
2023,Brazil,-13.7576,-50.7739,Flood,6.8,2353,54858993.19,56.2,Medium
2018,USA,36.1612,-97.5221,Flood,5.8,2365,48699844.68,51.7,Medium
2015,Brazil,-14.1128,-53.9001,Hurricane/Typhoon,6.0,2936,148698724.07,68.2,Medium
2011,Canada,56.1238,-104.6164,Hurricane/Typhoon,6.5,1068,76574828.96,44.3,Medium
2022,USA,36.1612,-97.0906,Flood,7.1,1408,67118701.77,49.2,Medium
2014,Brazil,-13.6493,-51.2521,Earthquake,7.0,71,7747942.21,29.5,Low
2019,India,21.458,78.433,Wildfire,7.4,269,15410069.13,33.8,Low
2013,Canada,55.1374,-106.4921,Flood,5.8,1796,39602231.93,45.1,Medium
2022,Canada,55.6247,-107.1776,Tornado,4.8,127,8034965.83,21.3,Low
2016,India,20.7639,77.7078,Flood,7.9,295,13301519.57,35.9,Low
2023,India,19.8209,80.1284,Tornado,6.3,281,14137947.44,29.4,Low
2018,Italy,42.9581,13.4831,Earthquake,7.9,562,79944291.36,45.2,Medium
2022,Mexico,22.7317,-101.648,Flood,6.7,452,20482606.14,33.4,Low
2023,Australia,-26.1112,134.3263,Drought,4.2,519,14703123.72,23.5,Low
2019,Japan,37.2602,137.6703,Tornado,5.2,171,12484507.35,23.8,Low
2019,USA,38.0038,-94.4832,Tornado,4.4,374,20940750.42,23.4,Low
2020,Brazil,-13.345,-50.7705,Hurricane/Typhoon,7.4,1113,60620412.4,46.8,Medium
2020,USA,37.8051,-95.7397,Flood,6.9,1124,18843299.75,40.7,Medium
2018,India,18.729,77.2674,Flood,7.4,2268,84709772.77,60.8,Medium
2010,Canada,58.0957,-107.9588,Drought,6.4,1231,30043443.05,40.9,Medium
2019,Brazil,-16.1965,-50.274,Flood,4.1,320,13239700.07,20.9,Low
2020,Australia,-25.6099,133.969,Tornado,6.4,16,554610.4,25.8,Low
2023,India,20.4791,79.7714,Earthquake,7.0,660,62280314.89,40.8,Medium
2021,Philippines,12.532,119.7823,Hurricane/Typhoon,5.9,1806,138311710.84,55.5,Medium
2014,Australia,-23.7265,132.075,Hurricane/Typhoon,8.2,2454,192288835.19,76.6,High
2010,Brazil,-15.7946,-52.751,Flood,6.4,1604,84551548.27,50.1,Medium
2012,China,36.8861,103.8191,Flood,7.3,1083,45806107.73,44.6,Medium
2014,Germany,49.454,10.2552,Earthquake,7.5,144,15928945.86,33.0,Low
2021,USA,38.0741,-94.7871,Flood,6.4,375,19624214.37,31.3,Low
2022,China,36.9721,103.54,Hurricane/Typhoon,6.6,2083,204086660.12,67.6,Medium
2014,Philippines,12.9474,120.1539,Wildfire,6.9,68,7868903.24,29.1,Low
2015,Canada,57.6293,-108.1185,Tornado,5.6,213,15564416.1,26.1,Low
2015,USA,38.5749,-97.6009,Flood,6.1,1512,86658640.66,48.2,Medium
2010,Japan,38.0111,139.3204,Earthquake,7.2,103,18343035.32,31.7,Low
2012,Germany,49.8936,10.7382,Hurricane/Typhoon,8.4,2038,174825996.53,71.5,High
2023,China,34.4304,103.0334,Hurricane/Typhoon,6.1,465,21831617.05,31.2,Low
2012,Australia,-25.0519,134.9452,Drought,6.1,801,12791012.92,33.7,Low
2019,Germany,51.8284,10.6512,Tornado,4.6,33,1079682.28,18.8,Low
2020,China,36.318,102.6865,Flood,5.7,273,11535804.09,26.7,Low
2016,USA,36.563,-95.4522,Wildfire,8.6,342,30843654.62,40.9,Medium
2011,Canada,56.9886,-106.5276,Earthquake,8.8,462,78884765.48,47.7,Medium
2012,Philippines,13.3651,122.2738,Wildfire,7.6,434,48117840.14,39.6,Low
2021,China,37.1811,104.757,Wildfire,8.4,517,29094602.99,41.7,Medium
2020,Brazil,-15.6493,-50.7859,Hurricane/Typhoon,7.5,2629,144311196.17,70.7,High
2010,Australia,-26.8582,131.8551,Hurricane/Typhoon,6.2,2834,248082446.32,77.9,High
2011,Mexico,25.4432,-100.9878,Flood,7.8,1113,31441609.44,45.5,Medium
2021,USA,38.9664,-96.0932,Hurricane/Typhoon,8.8,1970,152346152.12,70.1,High
2018,USA,37.3216,-97.09,Hurricane/Typhoon,6.8,2010,197664512.42,67.1,Medium
2013,USA,36.858,-94.7129,Earthquake,9.3,791,84932234.85,53.6,Medium
2016,China,35.1631,104.8402,Drought,5.6,1165,14877587.34,35.5,Low
2016,Italy,42.898,13.9039,Drought,6.3,805,23506330.66,35.6,Low
2017,Italy,40.3412,11.1298,Wildfire,7.7,399,20786221.24,36.9,Low
2015,Mexico,24.7663,-102.9251,Wildfire,7.5,200,16078038.05,33.6,Low
2012,Japan,37.3344,137.7797,Earthquake,7.4,124,23661105.95,33.2,Low
2015,Japan,36.4472,139.485,Flood,7.7,796,39395707.79,42.7,Medium
2014,Mexico,22.8848,-103.2026,Drought,3.5,493,12593375.51,20.2,Low
2021,India,19.1858,79.3104,Wildfire,8.8,328,30773907.9,41.6,Medium
2015,USA,35.2078,-93.8731,Hurricane/Typhoon,5.9,326,26100531.57,29.5,Low
2022,Germany,51.5616,12.0794,Earthquake,9.5,169,30427644.39,42.7,Medium
2019,UK,55.3856,-5.1298,Wildfire,8.7,392,42198501.3,42.9,Medium
2019,Mexico,21.7319,-100.7686,Earthquake,6.2,713,80932379.82,40.0,Medium
2011,Australia,-24.8439,135.2013,Earthquake,7.6,231,42399546.31,36.9,Low
2010,Brazil,-12.7426,-50.1223,Hurricane/Typhoon,7.5,506,42402082.93,39.3,Low
2012,Japan,35.3192,136.3173,Hurricane/Typhoon,6.8,1453,92184535.96,50.9,Medium
2012,USA,38.8617,-94.1683,Wildfire,8.4,471,45685841.23,42.9,Medium
2022,China,35.2382,104.4119,Flood,7.9,2142,121081477.74,65.1,Medium
2019,Canada,58.0579,-106.0783,Drought,3.3,639,6680554.19,20.3,Low
2010,Canada,56.8285,-107.2888,Drought,3.8,1029,15066887.62,27.0,Low
2020,Canada,57.9468,-107.0832,Wildfire,5.8,403,45985264.82,31.8,Low
2011,India,20.4588,80.6687,Hurricane/Typhoon,5.8,972,78422866.89,40.8,Medium
2014,USA,35.7435,-96.1907,Flood,5.9,2302,136000984.97,60.2,Medium
2017,Australia,-25.3991,133.9545,Drought,4.5,489,7024521.38,23.6,Low
2020,USA,37.7615,-96.5231,Earthquake,6.2,222,40791824.54,31.1,Low
2016,Australia,-26.7066,133.3524,Hurricane/Typhoon,8.9,687,45252404.66,47.0,Medium
2017,Australia,-27.0584,133.577,Wildfire,8.7,457,37898032.91,43.2,Medium
2019,USA,35.6571,-95.8572,Wildfire,8.0,224,25549873.9,36.8,Low
2017,USA,38.4258,-95.1538,Tornado,8.0,311,16226312.97,36.7,Low
2016,Japan,36.7131,137.2944,Drought,4.7,1272,26613421.83,34.2,Low
2014,Philippines,12.8352,122.6949,Hurricane/Typhoon,5.9,2044,188037804.4,62.8,Medium
2013,Japan,37.4902,137.2221,Flood,6.3,2426,110792820.29,60.5,Medium
2022,Australia,-27.1534,132.6856,Wildfire,9.3,73,6168341.31,38.5,Low
2018,Philippines,13.0484,122.3166,Hurricane/Typhoon,8.7,787,52897751.16,48.0,Medium
2011,Philippines,12.4806,123.5228,Flood,5.8,800,42963638.07,35.5,Low
2015,USA,38.1481,-96.2055,Flood,7.0,900,20808183.42,39.1,Low
2016,China,35.1716,102.8269,Drought,5.7,1450,25115174.45,39.8,Low
2011,UK,55.5263,-3.6409,Flood,5.2,815,39089057.77,32.9,Low
2014,Brazil,-13.1496,-53.2231,Drought,3.6,1262,22663764.38,29.3,Low
2020,India,20.9667,77.1177,Hurricane/Typhoon,8.1,1399,75704298.29,54.0,Medium
2020,China,36.0274,105.3234,Tornado,8.3,74,5441263.93,34.5,Low
2019,USA,36.4135,-97.5744,Hurricane/Typhoon,7.9,2521,166358400.96,73.4,High
2017,Philippines,13.737,120.7731,Drought,5.6,710,19631374.59,31.5,Low
2018,Australia,-24.3283,133.8188,Hurricane/Typhoon,7.6,1461,88838679.77,53.9,Medium
2020,China,35.8901,106.0397,Wildfire,5.2,501,28264716.46,28.6,Low
2014,Canada,55.0711,-106.1641,Hurricane/Typhoon,6.9,2508,216055267.15,74.3,High
2010,China,33.9649,104.6523,Earthquake,8.7,678,59404821.51,47.5,Medium
2013,China,37.7534,104.1696,Hurricane/Typhoon,6.5,914,83559183.29,43.5,Medium
2016,Brazil,-14.4841,-51.9311,Tornado,7.8,76,2979730.23,32.3,Low
2019,Brazil,-14.2544,-50.9209,Wildfire,7.4,586,29326852.75,38.4,Low
2010,China,36.5894,105.3596,Earthquake,8.4,80,12770273.08,35.7,Low
2010,Mexico,24.6523,-102.9894,Wildfire,6.5,517,46449112.14,35.8,Low
2013,USA,35.5893,-96.5916,Hurricane/Typhoon,8.1,1703,155226569.78,65.0,Medium
2014,Japan,34.9302,138.3443,Hurricane/Typhoon,6.6,874,53472365.08,40.5,Medium
2013,Mexico,22.8067,-101.9968,Hurricane/Typhoon,5.5,2481,209301207.46,67.7,Medium
2022,Mexico,24.7881,-101.2288,Flood,8.2,2437,141885457.87,71.4,High
2012,Canada,57.8681,-106.9793,Flood,4.4,1542,36078298.33,36.6,Low
2022,UK,56.2597,-1.7014,Flood,8.3,1793,40424206.9,55.2,Medium
2014,Brazil,-14.6154,-51.5635,Tornado,5.0,281,15869827.48,24.4,Low
2014,Philippines,11.2789,123.2118,Drought,3.4,901,15663550.33,24.2,Low
2015,USA,37.6733,-95.6343,Drought,6.8,1244,20510483.64,41.7,Medium
2011,China,36.884,105.282,Earthquake,6.9,57,5888051.25,28.8,Low
2010,China,34.3399,104.8917,Hurricane/Typhoon,7.3,763,72357444.55,44.1,Medium
2017,China,34.5193,102.9866,Tornado,5.5,130,4699243.5,23.8,Low
2021,USA,38.4443,-96.8693,Earthquake,7.1,514,47751995.92,38.3,Low
2016,Mexico,22.4392,-103.6836,Flood,6.8,1078,55828807.96,43.6,Medium
2012,Germany,52.5435,10.5481,Flood,5.9,1499,25573910.83,41.1,Medium
2012,Canada,55.193,-104.9536,Wildfire,7.9,161,11244806.12,34.3,Low
2016,UK,53.7185,-2.3247,Flood,5.7,2367,136478573.23,60.1,Medium
2018,USA,37.4569,-95.8184,Flood,7.3,739,36284468.59,40.2,Medium
2021,USA,36.5339,-96.77,Hurricane/Typhoon,7.2,1726,110691169.95,57.1,Medium
2013,Italy,43.6107,12.7896,Drought,6.1,952,10631348.79,35.0,Low
2018,Australia,-24.1783,133.7958,Wildfire,7.0,502,34922968.21,36.5,Low
2018,Mexico,22.1829,-101.7256,Hurricane/Typhoon,8.9,1445,104734998.22,60.5,Medium
2023,Australia,-24.9167,135.6281,Wildfire,6.4,344,21480824.67,31.2,Low
2020,USA,38.922,-94.0681,Drought,6.2,976,28994736.5,37.5,Low
2022,USA,38.8203,-97.685,Flood,4.7,1456,46246435.76,38.0,Low
2015,Japan,36.7894,137.1784,Drought,3.5,337,8757363.57,18.2,Low
2011,Mexico,21.907,-104.5277,Earthquake,6.1,258,40250616.62,31.0,Low
2016,India,21.5426,79.688,Earthquake,7.0,582,83211465.84,42.1,Medium
2023,India,20.9357,80.9404,Hurricane/Typhoon,7.0,1209,79049667.11,48.0,Medium
2021,Italy,43.0253,13.4374,Earthquake,7.4,56,5351829.69,30.7,Low
2010,Mexico,25.5692,-101.7353,Drought,4.2,242,4965005.89,19.7,Low
2016,Mexico,22.3215,-102.3765,Tornado,7.3,107,7509294.21,31.0,Low
2010,USA,37.5163,-94.1953,Hurricane/Typhoon,7.5,2856,130108636.22,71.6,High
2017,India,18.6225,77.3194,Flood,5.2,855,20672246.88,31.4,Low
2011,Brazil,-14.85,-51.7899,Wildfire,6.8,139,13421980.59,29.9,Low
2023,Japan,34.9227,137.6504,Hurricane/Typhoon,6.0,1787,131742068.43,55.0,Medium
2015,Japan,34.7427,136.869,Hurricane/Typhoon,5.1,883,68094038.08,36.0,Low
2019,Germany,52.2621,11.1291,Hurricane/Typhoon,8.6,2568,139866984.97,74.1,High
2016,USA,35.3024,-94.2339,Wildfire,9.3,530,33012867.66,45.8,Medium
2019,India,19.4503,78.7316,Wildfire,6.0,240,28072408.85,29.2,Low
2016,Canada,55.4333,-107.6498,Hurricane/Typhoon,7.3,2818,148919773.75,72.3,High
2021,India,19.2748,77.3632,Hurricane/Typhoon,6.3,2696,120030698.4,64.2,Medium
2020,Australia,-25.0575,132.3455,Tornado,5.5,196,12181050.14,25.2,Low
2016,Japan,36.5104,139.8281,Flood,6.5,1461,39454336.94,44.6,Medium
2014,USA,37.9891,-95.8579,Wildfire,7.2,215,22914039.57,33.2,Low
2011,Australia,-23.5024,134.0542,Earthquake,6.9,560,85873502.85,41.8,Medium
2016,Philippines,11.5918,121.5573,Tornado,7.9,234,4717740.66,34.4,Low
2010,Brazil,-14.4694,-53.2716,Earthquake,8.3,660,89906072.26,48.8,Medium
2015,Brazil,-14.2392,-53.4699,Hurricane/Typhoon,8.6,1638,79109703.06,58.7,Medium
2012,Canada,57.9132,-106.2642,Flood,4.1,603,12700526.62,23.7,Low
2022,India,21.5068,79.8644,Flood,4.8,354,19382107.68,24.7,Low
2019,Japan,36.4168,138.6763,Drought,6.5,1162,23320426.88,40.0,Medium
2017,Mexico,23.3835,-101.8156,Wildfire,8.2,431,41683886.28,41.3,Medium
2023,India,19.5372,79.1,Drought,6.2,182,2555262.51,26.9,Low
2021,Australia,-26.0616,135.4602,Hurricane/Typhoon,8.3,2650,156996727.72,75.4,High
2015,India,19.9775,80.4473,Drought,6.5,1268,35466967.71,42.2,Medium
2011,Mexico,21.7214,-103.9531,Hurricane/Typhoon,8.1,2703,229637951.41,82.4,High
2016,China,34.2299,102.9854,Earthquake,9.0,573,59100453.71,47.6,Medium
2023,China,34.6453,102.2096,Hurricane/Typhoon,6.9,1161,94280643.97,48.6,Medium
2011,Germany,51.5948,8.9107,Earthquake,8.2,799,78473374.59,48.6,Medium
2013,Japan,34.6723,138.9971,Wildfire,7.1,527,54115622.04,39.1,Low
2016,USA,35.5507,-94.6245,Wildfire,5.5,441,34481234.47,29.9,Low
2019,USA,35.8128,-97.2262,Wildfire,7.0,401,38624415.1,35.9,Low
2016,Canada,57.1698,-104.6104,Flood,6.8,1076,17932654.87,39.8,Low
2018,Brazil,-14.5042,-52.5707,Hurricane/Typhoon,7.6,2165,171116385.52,69.2,Medium
2011,China,35.0659,104.274,Flood,7.5,921,17978509.78,41.0,Medium
2016,Australia,-24.1107,134.5022,Hurricane/Typhoon,5.6,1680,153872259.35,54.6,Medium
2023,Brazil,-14.9234,-53.3815,Hurricane/Typhoon,6.5,370,33447808.68,33.0,Low
2014,China,36.6625,103.6569,Drought,5.9,235,6159183.67,26.6,Low
2021,Philippines,10.8749,123.4928,Wildfire,7.6,403,23766615.96,36.8,Low
2015,Philippines,12.8562,119.8384,Flood,8.4,685,14648420.69,41.9,Medium
2013,Japan,37.9407,138.4488,Hurricane/Typhoon,6.5,833,43916390.26,38.7,Low
2015,USA,38.8561,-94.1576,Wildfire,5.1,543,62506340.55,32.1,Low
2022,India,20.0373,77.6078,Flood,6.2,447,10051167.2,30.3,Low
2012,China,35.6325,105.0762,Flood,5.9,291,9764607.25,27.5,Low
2011,USA,38.53,-95.5858,Drought,3.4,754,11476812.76,22.3,Low
2018,Mexico,24.9411,-101.8122,Hurricane/Typhoon,5.9,1469,61614236.02,44.5,Medium
2020,USA,35.1574,-96.2573,Drought,6.8,1255,35496584.54,43.3,Medium
2011,China,35.3343,105.7622,Earthquake,6.2,503,75859818.15,37.4,Low
2018,UK,54.7621,-4.2898,Tornado,8.3,138,6730852.0,35.3,Low
2018,USA,38.4371,-96.7056,Hurricane/Typhoon,5.4,2573,112089937.04,58.5,Medium
2013,USA,38.2244,-97.2195,Flood,7.6,1889,75414454.05,56.8,Medium
2022,USA,36.6846,-94.6562,Flood,4.7,2314,39148379.02,45.9,Medium
2015,USA,35.4797,-94.8029,Earthquake,6.4,656,54879547.19,37.6,Low
2015,Philippines,14.7668,122.5872,Hurricane/Typhoon,5.8,473,30515694.33,31.0,Low
2021,USA,35.3055,-94.8595,Earthquake,9.4,344,42427080.36,45.3,Medium
2023,Brazil,-15.1278,-52.7191,Tornado,4.8,370,11763489.66,24.1,Low
2020,USA,36.8304,-96.3143,Tornado,7.0,238,10841971.84,31.5,Low
2023,India,19.605,77.0787,Flood,4.0,1014,60828990.98,32.2,Low
2012,Mexico,24.738,-102.1221,Flood,7.6,2000,112977232.66,61.7,Medium
2013,Mexico,25.1885,-102.8028,Flood,5.6,462,17836764.88,28.8,Low
2011,Mexico,24.4279,-102.65,Flood,8.4,1850,62282434.85,58.3,Medium
2012,USA,38.9503,-95.2026,Flood,4.3,677,11695845.2,25.1,Low
2014,China,36.5261,102.6873,Earthquake,6.1,720,80296778.17,39.6,Low
2013,Japan,37.2731,138.4581,Tornado,6.5,368,26302880.59,32.3,Low
2012,China,34.9382,102.2021,Flood,8.5,469,13718234.0,40.1,Medium
2019,Japan,35.2221,138.6854,Flood,6.7,2235,126985427.9,61.8,Medium
2012,India,21.0144,80.9188,Hurricane/Typhoon,7.6,1113,75455685.28,49.1,Medium
2022,India,19.0711,78.6183,Hurricane/Typhoon,8.0,718,46421021.04,43.8,Medium
2022,India,18.9883,77.8251,Earthquake,6.2,541,80350482.11,38.2,Low
2020,Japan,37.5237,139.2988,Hurricane/Typhoon,5.8,2411,193323359.1,66.6,Medium
2011,China,36.1915,105.8379,Drought,4.8,130,1474188.55,20.6,Low
2012,Mexico,22.6865,-101.0163,Tornado,8.3,81,1747851.78,34.2,Low
2022,India,20.6523,80.2393,Hurricane/Typhoon,5.7,664,42923958.02,33.7,Low
2020,Mexico,24.273,-101.9129,Hurricane/Typhoon,7.6,1362,62249778.24,50.2,Medium
2017,Canada,57.8761,-104.5651,Wildfire,6.1,575,52717826.14,35.4,Low
2017,Italy,42.9902,12.3543,Flood,4.5,2020,117792997.88,50.0,Medium
2022,Philippines,13.02,122.2738,Drought,6.7,1140,12096215.92,39.4,Low
2019,Mexico,21.9124,-102.3635,Earthquake,6.9,597,57663559.74,39.3,Low
2022,Philippines,12.6752,123.2907,Earthquake,7.8,288,42776788.44,38.4,Low
2019,India,20.6174,78.7107,Flood,4.8,305,8136646.82,23.1,Low
2017,USA,36.9872,-95.8169,Flood,7.8,973,31244242.17,44.1,Medium
2020,USA,37.4727,-97.344,Hurricane/Typhoon,5.3,946,66838586.59,37.3,Low
2019,Germany,52.4286,9.5317,Flood,7.0,2492,138733435.34,66.8,Medium
2020,Japan,37.1048,137.8184,Drought,5.7,1077,25085127.02,36.1,Low
2020,USA,35.2625,-96.2914,Wildfire,6.2,140,14743142.66,27.7,Low
2019,India,20.0084,77.1361,Tornado,6.9,100,4925040.72,29.1,Low
2015,China,37.0939,104.4028,Flood,7.3,1650,32695409.91,49.0,Medium
2023,Canada,56.4541,-104.904,Wildfire,7.9,236,16637879.91,35.6,Low
2020,USA,37.509,-96.0235,Hurricane/Typhoon,8.3,1841,116026890.51,63.2,Medium
2015,Japan,35.2593,138.6972,Flood,6.0,1479,32280687.74,42.0,Medium
2012,India,19.2018,78.3121,Earthquake,6.6,414,61934270.64,36.7,Low
2017,Japan,36.7213,137.3509,Hurricane/Typhoon,5.0,2650,258664499.48,72.4,High
2011,UK,54.4337,-3.8295,Wildfire,6.0,92,10269352.74,25.9,Low
2017,USA,36.1241,-95.7919,Drought,6.0,1011,22281276.57,36.3,Low
2017,USA,35.1782,-94.3779,Flood,4.3,662,27401773.61,26.6,Low
2020,Philippines,13.7691,121.201,Wildfire,7.7,217,26018414.81,35.6,Low
2014,Italy,42.7289,10.9918,Flood,7.2,201,6105938.95,31.4,Low
2022,Canada,54.3052,-107.3219,Hurricane/Typhoon,5.4,1661,144150767.43,52.6,Medium
2014,Philippines,14.51,121.2113,Drought,6.0,1114,14362680.81,36.6,Low
2019,USA,35.4794,-96.4385,Flood,4.9,1384,37799813.87,37.2,Low
2010,UK,55.0356,-2.0495,Hurricane/Typhoon,8.0,567,48957043.54,42.6,Medium
2015,USA,36.1248,-95.557,Wildfire,7.8,52,5753327.46,32.3,Low
2018,India,20.7946,77.3476,Flood,5.2,2317,123149918.64,56.3,Medium
2011,USA,35.9959,-96.4042,Flood,5.8,1742,100379826.64,50.7,Medium
2014,Brazil,-13.7641,-51.7664,Tornado,5.1,307,13431143.78,24.8,Low
2017,China,35.6214,105.9112,Earthquake,7.1,142,16937645.62,31.5,Low
2017,China,37.7756,105.4043,Flood,4.6,752,35725392.97,29.5,Low
2010,China,34.0944,104.9398,Hurricane/Typhoon,6.4,1862,173816264.88,61.6,Medium
2010,USA,35.5436,-95.8121,Hurricane/Typhoon,7.9,1230,110640272.75,55.0,Medium
2015,Brazil,-13.1448,-50.69,Flood,5.4,1882,110875941.59,51.5,Medium
2023,China,34.26,104.5071,Earthquake,8.1,438,60558307.26,42.8,Medium
2014,USA,37.4665,-95.1047,Earthquake,6.5,593,116555911.41,43.6,Medium
2011,Japan,34.3878,139.932,Drought,5.7,661,16994536.5,31.1,Low
2020,Philippines,13.097,121.5096,Hurricane/Typhoon,5.2,2085,116192562.84,53.3,Medium
2023,USA,38.252,-96.467,Hurricane/Typhoon,6.5,2114,127675039.29,59.9,Medium
2023,Italy,42.1548,13.6901,Earthquake,7.1,276,28448562.59,34.0,Low
2011,Germany,51.5944,10.1506,Flood,7.5,1257,64046473.33,49.0,Medium
2019,Italy,43.0031,13.9772,Flood,5.9,1384,24135102.81,39.9,Low
2019,India,19.926,79.393,Flood,4.2,1942,43135483.26,40.5,Medium
2018,Japan,34.8996,137.4264,Drought,6.2,976,28583799.15,37.4,Low
2016,Germany,51.7866,9.6925,Flood,5.4,475,15464317.61,27.9,Low
2017,USA,35.7975,-94.8734,Flood,5.7,2261,116866224.32,57.1,Medium
2019,Japan,37.3875,138.8077,Drought,3.0,1199,12350035.92,25.2,Low
2018,Germany,51.2251,10.0343,Wildfire,9.5,180,11468136.0,40.9,Medium
2022,USA,37.4014,-94.1801,Earthquake,9.3,63,12078249.38,39.0,Low
2021,Australia,-26.7304,134.6431,Wildfire,8.8,485,26834942.46,42.7,Medium
2010,Philippines,14.5481,119.9839,Hurricane/Typhoon,5.9,2260,136795584.04,59.9,Medium
2017,India,21.3757,79.878,Tornado,6.4,246,13098628.64,29.4,Low
2022,Canada,56.6722,-106.866,Earthquake,7.8,367,34993451.56,38.4,Low
2019,China,36.6389,103.1202,Earthquake,6.9,324,27753156.13,33.6,Low
2020,China,35.5769,103.412,Earthquake,8.3,396,66833752.32,43.8,Medium
2013,Mexico,25.012,-104.2432,Flood,4.9,2032,56583007.52,45.6,Medium
2015,Brazil,-13.1686,-50.9961,Hurricane/Typhoon,8.8,647,43378119.5,46.0,Medium
2019,Italy,41.4626,11.3851,Wildfire,7.9,220,18534992.23,35.7,Low
2017,USA,38.5604,-95.4896,Earthquake,6.6,124,23278360.04,30.0,Low
2018,India,18.6405,79.1316,Tornado,4.3,208,16169706.11,20.9,Low
2012,Mexico,22.6497,-101.691,Flood,5.7,1140,33772485.14,37.6,Low
2010,Brazil,-12.911,-52.8529,Tornado,5.5,127,9253955.89,24.2,Low
2017,USA,38.5214,-94.2571,Wildfire,8.3,577,31641901.35,42.1,Medium
2011,Italy,41.6322,12.5806,Hurricane/Typhoon,5.3,2040,123869662.33,54.0,Medium
2022,Japan,35.2164,139.9172,Drought,4.0,975,10793000.45,26.8,Low
2023,Brazil,-12.9522,-50.404,Wildfire,7.1,272,22174406.09,33.3,Low
2015,UK,53.7986,-2.8629,Wildfire,9.1,378,25274837.56,42.7,Medium
2021,China,34.4483,104.016,Hurricane/Typhoon,7.6,2507,210890014.58,76.6,High
2011,Mexico,23.9016,-102.8477,Hurricane/Typhoon,7.1,934,86944148.22,46.4,Medium
2018,UK,55.7654,-4.2057,Drought,4.9,372,9951077.68,24.3,Low
2020,USA,38.449,-94.9859,Earthquake,6.8,141,25862466.31,31.2,Low
2012,Canada,56.2918,-104.486,Wildfire,5.8,185,20964033.39,27.1,Low
2010,Mexico,24.2248,-102.1804,Flood,5.1,622,13555031.05,28.0,Low
2013,USA,37.6743,-95.5112,Flood,8.1,843,48444314.89,45.7,Medium
2021,Brazil,-12.2964,-51.8517,Hurricane/Typhoon,5.2,2667,195818476.37,67.1,Medium
2017,Japan,34.7828,136.4291,Flood,4.8,919,50548092.25,33.4,Low
2017,USA,37.8567,-96.1662,Hurricane/Typhoon,5.5,422,29740615.04,29.2,Low
2018,China,36.5459,104.4224,Tornado,6.2,207,5651547.64,27.4,Low
2018,Brazil,-12.9587,-53.1626,Earthquake,6.3,113,21478170.02,28.5,Low
